ARTICULO,NOMBRE_ARTICULO, PRECIO COSTO , precio 4% , Precio Ofrecido sin IVA , PRECIO 20% , PRECIO 30% , PRECIO 40% ,PRECIO 50%,PRECIO 60%,PRECIO 80%,PRECIO 100%,Cost per Drug,Profit Margin 
15010013,SILDENAFIL 50 MG CALOX * 4+4," ₡4,451.33 "," ₡4,629.38 "," ₡5,119.03 "," ₡5,341.60 "," ₡5,786.73 "," ₡6,231.86 "," ₡6,677.00 "," ₡7,122.13 "," ₡8,012.39 "," ₡8,902.66 "," ₡10,460.63 ", (0.81)
10010670,SILIMAR CHEMO 200 MG*30 CAPS," ₡3,407.40 "," ₡3,543.70 "," ₡3,918.51 "," ₡4,088.88 "," ₡4,429.62 "," ₡4,770.36 "," ₡5,111.10 "," ₡5,451.84 "," ₡6,133.32 "," ₡6,814.80 "," ₡8,007.39 ", (0.81)
10010670,SILIMAR CHEMO 200 MG*30 CAPS," ₡3,407.40 "," ₡3,543.70 "," ₡3,918.51 "," ₡4,088.88 "," ₡4,429.62 "," ₡4,770.36 "," ₡5,111.10 "," ₡5,451.84 "," ₡6,133.32 "," ₡6,814.80 "," ₡8,007.39 ", (0.81)
10010669,SILIMARINA GENFAR X 20," ₡3,407.40 "," ₡3,543.70 "," ₡3,918.51 "," ₡4,088.88 "," ₡4,429.62 "," ₡4,770.36 "," ₡5,111.10 "," ₡5,451.84 "," ₡6,133.32 "," ₡6,814.80 "," ₡8,007.39 ", (0.81)
10010669,SILIMARINA GENFAR X 20," ₡7,905.00 "," ₡8,221.20 "," ₡9,090.75 "," ₡9,486.00 "," ₡10,276.50 "," ₡11,067.00 "," ₡11,857.50 "," ₡12,648.00 "," ₡14,229.00 "," ₡15,810.00 "," ₡18,576.75 ", (0.81)
10010669,SILIMARINA GENFAR X 20," ₡15,270.00 "," ₡15,880.80 "," ₡17,560.50 "," ₡18,324.00 "," ₡19,851.00 "," ₡21,378.00 "," ₡22,905.00 "," ₡24,432.00 "," ₡27,486.00 "," ₡30,540.00 "," ₡35,884.50 ", (0.81)
80810079,SIMILAC # 1 400 (IMMUNIFY)," ₡15,270.00 "," ₡15,880.80 "," ₡17,560.50 "," ₡18,324.00 "," ₡19,851.00 "," ₡21,378.00 "," ₡22,905.00 "," ₡24,432.00 "," ₡27,486.00 "," ₡30,540.00 "," ₡35,884.50 ", (0.81)
80810001,SIMILAC #2 850 GRS," ₡5,540.00 "," ₡5,761.60 "," ₡6,371.00 "," ₡6,648.00 "," ₡7,202.00 "," ₡7,756.00 "," ₡8,310.00 "," ₡8,864.00 "," ₡9,972.00 "," ₡11,080.00 "," ₡13,019.00 ", (0.81)
80810001,SIMILAC #2 850 GRS," ₡5,540.00 "," ₡5,761.60 "," ₡6,371.00 "," ₡6,648.00 "," ₡7,202.00 "," ₡7,756.00 "," ₡8,310.00 "," ₡8,864.00 "," ₡9,972.00 "," ₡11,080.00 "," ₡13,019.00 ", (0.81)
80810080,SIMILAC #3 HMO 350 G," ₡10,980.00 "," ₡11,419.20 "," ₡12,627.00 "," ₡13,176.00 "," ₡14,274.00 "," ₡15,372.00 "," ₡16,470.00 "," ₡17,568.00 "," ₡19,764.00 "," ₡21,960.00 "," ₡25,803.00 ", (0.81)
80810080,SIMILAC #3 HMO 350 G," ₡16,325.00 "," ₡16,978.00 "," ₡18,773.75 "," ₡19,590.00 "," ₡21,222.50 "," ₡22,855.00 "," ₡24,487.50 "," ₡26,120.00 "," ₡29,385.00 "," ₡32,650.00 "," ₡38,363.75 ", (0.81)
80810083,SIMILAC #3 HMO 850 G," ₡8,505.00 "," ₡8,845.20 "," ₡9,780.75 "," ₡10,206.00 "," ₡11,056.50 "," ₡11,907.00 "," ₡12,757.50 "," ₡13,608.00 "," ₡15,309.00 "," ₡17,010.00 "," ₡19,986.75 ", (0.81)
80810158,SIMILAC 1 850G  (3402)," ₡18,370.00 "," ₡19,104.80 "," ₡21,125.50 "," ₡22,044.00 "," ₡23,881.00 "," ₡25,718.00 "," ₡27,555.00 "," ₡29,392.00 "," ₡33,066.00 "," ₡36,740.00 "," ₡43,169.50 ", (0.81)
80810076,SIMILAC 1 TOTAL CONFORT 360G," ₡17,405.00 "," ₡18,101.20 "," ₡20,015.75 "," ₡20,886.00 "," ₡22,626.50 "," ₡24,367.00 "," ₡26,107.50 "," ₡27,848.00 "," ₡31,329.00 "," ₡34,810.00 "," ₡40,901.75 ", (0.81)
80810078,SIMILAC 1 TOTAL CONFORT 820 G," ₡17,405.00 "," ₡18,101.20 "," ₡20,015.75 "," ₡20,886.00 "," ₡22,626.50 "," ₡24,367.00 "," ₡26,107.50 "," ₡27,848.00 "," ₡31,329.00 "," ₡34,810.00 "," ₡40,901.75 ", (0.81)
80810077,SIMILAC 2 TOTAL COMFORT 820 G," ₡7,565.00 "," ₡7,867.60 "," ₡8,699.75 "," ₡9,078.00 "," ₡9,834.50 "," ₡10,591.00 "," ₡11,347.50 "," ₡12,104.00 "," ₡13,617.00 "," ₡15,130.00 "," ₡17,777.75 ", (0.81)
80810077,SIMILAC 2 TOTAL COMFORT 820 G," ₡9,245.00 "," ₡9,614.80 "," ₡10,631.75 "," ₡11,094.00 "," ₡12,018.50 "," ₡12,943.00 "," ₡13,867.50 "," ₡14,792.00 "," ₡16,641.00 "," ₡18,490.00 "," ₡21,725.75 ", (0.81)
80810082,SIMILAC GAIN EYE Q #2 400 GRS," ₡8,125.00 "," ₡8,450.00 "," ₡9,343.75 "," ₡9,750.00 "," ₡10,562.50 "," ₡11,375.00 "," ₡12,187.50 "," ₡13,000.00 "," ₡14,625.00 "," ₡16,250.00 "," ₡19,093.75 ", (0.81)
80810105,SIMILAC NEOSURE EYE Q 370GRS," ₡7,119.47 "," ₡7,404.25 "," ₡8,187.39 "," ₡8,543.36 "," ₡9,255.31 "," ₡9,967.26 "," ₡10,679.21 "," ₡11,391.15 "," ₡12,815.05 "," ₡14,238.94 "," ₡16,730.75 ", (0.81)
80810081,SIMILAC SENSITIVE LF EYE 375 GRS.," ₡4,343.14 "," ₡4,516.87 "," ₡4,994.61 "," ₡5,211.77 "," ₡5,646.08 "," ₡6,080.40 "," ₡6,514.71 "," ₡6,949.02 "," ₡7,817.65 "," ₡8,686.28 "," ₡10,206.38 ", (0.81)
50510224,SINUS RINSE REFIL 50 SOBRES , ₡500.00 , ₡520.00 , ₡575.00 , ₡600.00 , ₡650.00 , ₡700.00 , ₡750.00 , ₡800.00 , ₡900.00 ," ₡1,000.00 "," ₡1,175.00 ", (0.81)
10020055,SMECTA POLVO SUSPENSION ORAL *10 SOBRES," ₡1,044.25 "," ₡1,086.02 "," ₡1,200.89 "," ₡1,253.10 "," ₡1,357.53 "," ₡1,461.95 "," ₡1,566.38 "," ₡1,670.80 "," ₡1,879.65 "," ₡2,088.50 "," ₡2,453.99 ", (0.81)
90970138,SOBRES BLANCOS #1 *100 UND," ₡1,340.71 "," ₡1,394.34 "," ₡1,541.82 "," ₡1,608.85 "," ₡1,742.92 "," ₡1,876.99 "," ₡2,011.07 "," ₡2,145.14 "," ₡2,413.28 "," ₡2,681.42 "," ₡3,150.67 ", (0.81)
90970147,SOBRES BLANCOS #3 *100 UND, ₡420.35 , ₡437.16 , ₡483.40 , ₡504.42 , ₡546.46 , ₡588.49 , ₡630.53 , ₡672.56 , ₡756.63 , ₡840.70 , ₡987.82 , (0.81)
90970189,SOBRES BLANCOS #4 *100UND," ₡8,367.65 "," ₡8,702.36 "," ₡9,622.80 "," ₡10,041.18 "," ₡10,877.95 "," ₡11,714.71 "," ₡12,551.48 "," ₡13,388.24 "," ₡15,061.77 "," ₡16,735.30 "," ₡19,663.98 ", (0.81)
90970139,SOBRES DE MANILA 9''X12'' CARTA *10," ₡8,367.65 "," ₡8,702.36 "," ₡9,622.80 "," ₡10,041.18 "," ₡10,877.95 "," ₡11,714.71 "," ₡12,551.48 "," ₡13,388.24 "," ₡15,061.77 "," ₡16,735.30 "," ₡19,663.98 ", (0.81)
10090034,SOLUGASTRIL GEL ORAL 15 GRS *12 SOBRES," ₡14,939.40 "," ₡15,536.98 "," ₡17,180.31 "," ₡17,927.28 "," ₡19,421.22 "," ₡20,915.16 "," ₡22,409.10 "," ₡23,903.04 "," ₡26,890.92 "," ₡29,878.80 "," ₡35,107.59 ", (0.81)
10090034,SOLUGASTRIL GEL ORAL 15 GRS *12 SOBRES, ₡370.00 , ₡384.80 , ₡425.50 , ₡444.00 , ₡481.00 , ₡518.00 , ₡555.00 , ₡592.00 , ₡666.00 , ₡740.00 , ₡869.50 , (0.81)
10011072,SOMAZINA 1000 MG X6 SOBRES X 10ML, ₡645.00 , ₡670.80 , ₡741.75 , ₡774.00 , ₡838.50 , ₡903.00 , ₡967.50 ," ₡1,032.00 "," ₡1,161.00 "," ₡1,290.00 "," ₡1,515.75 ", (0.81)
50521340,SONDA DE ASPIRACIÓN # 14 ROSPITAL, ₡710.78 , ₡739.21 , ₡817.40 , ₡852.94 , ₡924.01 , ₡995.09 ," ₡1,066.17 "," ₡1,137.25 "," ₡1,279.40 "," ₡1,421.56 "," ₡1,670.33 ", (0.81)
40423859,SONDA FOLEY #12/2 VIAS NIPRO, ₡835.00 , ₡868.40 , ₡960.25 ," ₡1,002.00 "," ₡1,085.50 "," ₡1,169.00 "," ₡1,252.50 "," ₡1,336.00 "," ₡1,503.00 "," ₡1,670.00 "," ₡1,962.25 ", (0.81)
50521451,SONDA FOLEY #18 2VIAS NIPRO, ₡680.00 , ₡707.20 , ₡782.00 , ₡816.00 , ₡884.00 , ₡952.00 ," ₡1,020.00 "," ₡1,088.00 "," ₡1,224.00 "," ₡1,360.00 "," ₡1,598.00 ", (0.81)
50520687,SONDA FOLEY #22 2 VIAS NIPRO, ₡660.00 , ₡686.40 , ₡759.00 , ₡792.00 , ₡858.00 , ₡924.00 , ₡990.00 ," ₡1,056.00 "," ₡1,188.00 "," ₡1,320.00 "," ₡1,551.00 ", (0.81)
50520614,SONDA FOLEY 2 VIAS # 20 NIPRO., ₡330.00 , ₡343.20 , ₡379.50 , ₡396.00 , ₡429.00 , ₡462.00 , ₡495.00 , ₡528.00 , ₡594.00 , ₡660.00 , ₡775.50 , (0.81)
50521700,SONDA FOLEY 2 VIAS SILIC. #14 ROSPITAL, ₡455.00 , ₡473.20 , ₡523.25 , ₡546.00 , ₡591.50 , ₡637.00 , ₡682.50 , ₡728.00 , ₡819.00 , ₡910.00 ," ₡1,069.25 ", (0.81)
40421000,SONDA NASOGARTRICA #12 MEDEX, ₡365.00 , ₡379.60 , ₡419.75 , ₡438.00 , ₡474.50 , ₡511.00 , ₡547.50 , ₡584.00 , ₡657.00 , ₡730.00 , ₡857.75 , (0.81)
40420994,SONDA NASOGASTRICA # 18," ₡64,039.22 "," ₡66,600.79 "," ₡73,645.10 "," ₡76,847.06 "," ₡83,250.99 "," ₡89,654.91 "," ₡96,058.83 "," ₡102,462.75 "," ₡115,270.60 "," ₡128,078.44 "," ₡150,492.17 ", (0.81)
50520688,SONDA PARA  ASPIRACION #16," ₡11,799.02 "," ₡12,270.98 "," ₡13,568.87 "," ₡14,158.82 "," ₡15,338.73 "," ₡16,518.63 "," ₡17,698.53 "," ₡18,878.43 "," ₡21,238.24 "," ₡23,598.04 "," ₡27,727.70 ", (0.81)
10010682,SPASMO UROLONG * 200 GRAG," ₡8,088.24 "," ₡8,411.77 "," ₡9,301.48 "," ₡9,705.89 "," ₡10,514.71 "," ₡11,323.54 "," ₡12,132.36 "," ₡12,941.18 "," ₡14,558.83 "," ₡16,176.48 "," ₡19,007.36 ", (0.81)
10010680,SPASMOCTYL PEDIATRICO X 30," ₡10,892.16 "," ₡11,327.85 "," ₡12,525.98 "," ₡13,070.59 "," ₡14,159.81 "," ₡15,249.02 "," ₡16,338.24 "," ₡17,427.46 "," ₡19,605.89 "," ₡21,784.32 "," ₡25,596.58 ", (0.81)
10100025,STERIMAR BEBE 50 ML..," ₡5,446.08 "," ₡5,663.92 "," ₡6,262.99 "," ₡6,535.30 "," ₡7,079.90 "," ₡7,624.51 "," ₡8,169.12 "," ₡8,713.73 "," ₡9,802.94 "," ₡10,892.16 "," ₡12,798.29 ", (0.81)
10100027,STERIMAR HIPERTONICO SOLUCION 100ML," ₡3,225.49 "," ₡3,354.51 "," ₡3,709.31 "," ₡3,870.59 "," ₡4,193.14 "," ₡4,515.69 "," ₡4,838.24 "," ₡5,160.78 "," ₡5,805.88 "," ₡6,450.98 "," ₡7,579.90 ", (0.81)
10100091,STERIMAR SOLUCION USO DIARIO 50ML," ₡3,225.49 "," ₡3,354.51 "," ₡3,709.31 "," ₡3,870.59 "," ₡4,193.14 "," ₡4,515.69 "," ₡4,838.24 "," ₡5,160.78 "," ₡5,805.88 "," ₡6,450.98 "," ₡7,579.90 ", (0.81)
10132131,STEROP LISAN 200 ML," ₡1,099.58 "," ₡1,143.56 "," ₡1,264.52 "," ₡1,319.50 "," ₡1,429.45 "," ₡1,539.41 "," ₡1,649.37 "," ₡1,759.33 "," ₡1,979.24 "," ₡2,199.16 "," ₡2,584.01 ", (0.81)
10132131,STEROP LISAN 200 ML, ₡838.24 , ₡871.77 , ₡963.98 ," ₡1,005.89 "," ₡1,089.71 "," ₡1,173.54 "," ₡1,257.36 "," ₡1,341.18 "," ₡1,508.83 "," ₡1,676.48 "," ₡1,969.86 ", (0.81)
50520261,SUERO DEXTROSA FIDE 5% BOLSA 500ML, ₡960.78 , ₡999.21 ," ₡1,104.90 "," ₡1,152.94 "," ₡1,249.01 "," ₡1,345.09 "," ₡1,441.17 "," ₡1,537.25 "," ₡1,729.40 "," ₡1,921.56 "," ₡2,257.83 ", (0.81)
50522681,SUERO FISIOLOGICO BIOGALENIC 100 ML, ₡828.43 , ₡861.57 , ₡952.69 , ₡994.12 ," ₡1,076.96 "," ₡1,159.80 "," ₡1,242.65 "," ₡1,325.49 "," ₡1,491.17 "," ₡1,656.86 "," ₡1,946.81 ", (0.81)
50522682,SUERO FISIOLOGICO BIOGALENIC 1000 ML," ₡5,637.25 "," ₡5,862.74 "," ₡6,482.84 "," ₡6,764.70 "," ₡7,328.43 "," ₡7,892.15 "," ₡8,455.88 "," ₡9,019.60 "," ₡10,147.05 "," ₡11,274.50 "," ₡13,247.54 ", (0.81)
50522699,SUERO FISIOLOGICO BIOGALENIC 500 ML," ₡4,416.67 "," ₡4,593.34 "," ₡5,079.17 "," ₡5,300.00 "," ₡5,741.67 "," ₡6,183.34 "," ₡6,625.01 "," ₡7,066.67 "," ₡7,950.01 "," ₡8,833.34 "," ₡10,379.17 ", (0.81)
10010688,SULINDACO 200 TAB X 20 LISAN," ₡4,561.95 "," ₡4,744.43 "," ₡5,246.24 "," ₡5,474.34 "," ₡5,930.54 "," ₡6,386.73 "," ₡6,842.93 "," ₡7,299.12 "," ₡8,211.51 "," ₡9,123.90 "," ₡10,720.58 ", (0.81)
10010691,SULPRIL *30 TAB.," ₡36,721.24 "," ₡38,190.09 "," ₡42,229.43 "," ₡44,065.49 "," ₡47,737.61 "," ₡51,409.74 "," ₡55,081.86 "," ₡58,753.98 "," ₡66,098.23 "," ₡73,442.48 "," ₡86,294.91 ", (0.81)
90940051,SUMIN. CINTA IMPRES ZEBRA CERA 5319," ₡7,068.63 "," ₡7,351.38 "," ₡8,128.92 "," ₡8,482.36 "," ₡9,189.22 "," ₡9,896.08 "," ₡10,602.95 "," ₡11,309.81 "," ₡12,723.53 "," ₡14,137.26 "," ₡16,611.28 ", (0.81)
90940048,SUMINISTROS ROLLO MINIPRINTER BLANCO," ₡6,563.73 "," ₡6,826.28 "," ₡7,548.29 "," ₡7,876.48 "," ₡8,532.85 "," ₡9,189.22 "," ₡9,845.60 "," ₡10,501.97 "," ₡11,814.71 "," ₡13,127.46 "," ₡15,424.77 ", (0.81)
10110021,SUPOSITORIOS DE GLICERINA P/ADULTO *5," ₡10,610.00 "," ₡11,034.40 "," ₡12,201.50 "," ₡12,732.00 "," ₡13,793.00 "," ₡14,854.00 "," ₡15,915.00 "," ₡16,976.00 "," ₡19,098.00 "," ₡21,220.00 "," ₡24,933.50 ", (0.81)
10110020,SUPOSITORIOS DE GLICERINA P/NIÑOS *50," ₡7,867.65 "," ₡8,182.36 "," ₡9,047.80 "," ₡9,441.18 "," ₡10,227.95 "," ₡11,014.71 "," ₡11,801.48 "," ₡12,588.24 "," ₡14,161.77 "," ₡15,735.30 "," ₡18,488.98 ", (0.81)
50522364,SUSPENSORIO ESCROTAL TALLA:L BLUNDING," ₡28,259.80 "," ₡29,390.19 "," ₡32,498.77 "," ₡33,911.76 "," ₡36,737.74 "," ₡39,563.72 "," ₡42,389.70 "," ₡45,215.68 "," ₡50,867.64 "," ₡56,519.60 "," ₡66,410.53 ", (0.81)
14010044,SUSY 20 3MG*28," ₡17,357.84 "," ₡18,052.15 "," ₡19,961.52 "," ₡20,829.41 "," ₡22,565.19 "," ₡24,300.98 "," ₡26,036.76 "," ₡27,772.54 "," ₡31,244.11 "," ₡34,715.68 "," ₡40,790.92 ", (0.81)
10011973,SUVIAR 10 MG*45 TABS MASTICABLES," ₡17,548.67 "," ₡18,250.62 "," ₡20,180.97 "," ₡21,058.40 "," ₡22,813.27 "," ₡24,568.14 "," ₡26,323.01 "," ₡28,077.87 "," ₡31,587.61 "," ₡35,097.34 "," ₡41,239.37 ", (0.81)
10010686,SUVIAR 4 MG*30 TABS MASTICABLES," ₡17,524.51 "," ₡18,225.49 "," ₡20,153.19 "," ₡21,029.41 "," ₡22,781.86 "," ₡24,534.31 "," ₡26,286.77 "," ₡28,039.22 "," ₡31,544.12 "," ₡35,049.02 "," ₡41,182.60 ", (0.81)
90970346,SWITCH TP-LINK 8PTS GIGABIT  10/100/1000/RJ45110V#," ₡6,565.00 "," ₡6,827.60 "," ₡7,549.75 "," ₡7,878.00 "," ₡8,534.50 "," ₡9,191.00 "," ₡9,847.50 "," ₡10,504.00 "," ₡11,817.00 "," ₡13,130.00 "," ₡15,427.75 ", (0.81)
10100051,SYMBICORT TURBOHALER 80/4.5 MCG. 60DOSIS," ₡8,827.43 "," ₡9,180.53 "," ₡10,151.54 "," ₡10,592.92 "," ₡11,475.66 "," ₡12,358.40 "," ₡13,241.15 "," ₡14,123.89 "," ₡15,889.37 "," ₡17,654.86 "," ₡20,744.46 ", (0.81)
10070071,SYSTALAN 15 ML OFTALMICA," ₡2,524.51 "," ₡2,625.49 "," ₡2,903.19 "," ₡3,029.41 "," ₡3,281.86 "," ₡3,534.31 "," ₡3,786.77 "," ₡4,039.22 "," ₡4,544.12 "," ₡5,049.02 "," ₡5,932.60 ", (0.81)
10070038,SYSTANE BALANCE 10 ML.," ₡7,504.90 "," ₡7,805.10 "," ₡8,630.64 "," ₡9,005.88 "," ₡9,756.37 "," ₡10,506.86 "," ₡11,257.35 "," ₡12,007.84 "," ₡13,508.82 "," ₡15,009.80 "," ₡17,636.52 ", (0.81)
10010707,TABCIN ACTIVE *12 LIQUI GEL," ₡8,225.49 "," ₡8,554.51 "," ₡9,459.31 "," ₡9,870.59 "," ₡10,693.14 "," ₡11,515.69 "," ₡12,338.24 "," ₡13,160.78 "," ₡14,805.88 "," ₡16,450.98 "," ₡19,329.90 ", (0.81)
10010706,TABCIN ACTIVE DIA *60 CAPSULAS LIQUI-GELS," ₡4,769.61 "," ₡4,960.39 "," ₡5,485.05 "," ₡5,723.53 "," ₡6,200.49 "," ₡6,677.45 "," ₡7,154.42 "," ₡7,631.38 "," ₡8,585.30 "," ₡9,539.22 "," ₡11,208.58 ", (0.81)
10010702,TABCIN ANTIGRIPAL EFERV.*72," ₡8,519.61 "," ₡8,860.39 "," ₡9,797.55 "," ₡10,223.53 "," ₡11,075.49 "," ₡11,927.45 "," ₡12,779.42 "," ₡13,631.38 "," ₡15,335.30 "," ₡17,039.22 "," ₡20,021.08 ", (0.81)
10011767,TABCIN NIÑOS *48 TABS MASTICABLES.," ₡2,485.29 "," ₡2,584.70 "," ₡2,858.08 "," ₡2,982.35 "," ₡3,230.88 "," ₡3,479.41 "," ₡3,727.94 "," ₡3,976.46 "," ₡4,473.52 "," ₡4,970.58 "," ₡5,840.43 ", (0.81)
10010695,TABCIN NOCHE *60 LIQUI GELS," ₡2,524.51 "," ₡2,625.49 "," ₡2,903.19 "," ₡3,029.41 "," ₡3,281.86 "," ₡3,534.31 "," ₡3,786.77 "," ₡4,039.22 "," ₡4,544.12 "," ₡5,049.02 "," ₡5,932.60 ", (0.81)
10010693,TABCIN PM *12 LIQUI GELS," ₡9,279.41 "," ₡9,650.59 "," ₡10,671.32 "," ₡11,135.29 "," ₡12,063.23 "," ₡12,991.17 "," ₡13,919.12 "," ₡14,847.06 "," ₡16,702.94 "," ₡18,558.82 "," ₡21,806.61 ", (0.81)
10010704,TABCIN- T GRIPE Y TOS *12 CAPS.," ₡3,279.41 "," ₡3,410.59 "," ₡3,771.32 "," ₡3,935.29 "," ₡4,263.23 "," ₡4,591.17 "," ₡4,919.12 "," ₡5,247.06 "," ₡5,902.94 "," ₡6,558.82 "," ₡7,706.61 ", (0.81)
10010694,TABCIN- T GRIPE Y TOS *60 CAPS.," ₡3,279.41 "," ₡3,410.59 "," ₡3,771.32 "," ₡3,935.29 "," ₡4,263.23 "," ₡4,591.17 "," ₡4,919.12 "," ₡5,247.06 "," ₡5,902.94 "," ₡6,558.82 "," ₡7,706.61 ", (0.81)
15010016,TALADAF 20MG X 2TABS RAVEN, ₡207.96 , ₡216.28 , ₡239.15 , ₡249.55 , ₡270.35 , ₡291.14 , ₡311.94 , ₡332.74 , ₡374.33 , ₡415.92 , ₡488.71 , (0.81)
15010016,TALADAF 20MG X 2TABS RAVEN," ₡27,872.55 "," ₡28,987.45 "," ₡32,053.43 "," ₡33,447.06 "," ₡36,234.32 "," ₡39,021.57 "," ₡41,808.83 "," ₡44,596.08 "," ₡50,170.59 "," ₡55,745.10 "," ₡65,500.49 ", (0.81)
40421011,TALCO SIMPLE QUIFLO 100 GRS," ₡5,862.75 "," ₡6,097.26 "," ₡6,742.16 "," ₡7,035.30 "," ₡7,621.58 "," ₡8,207.85 "," ₡8,794.13 "," ₡9,380.40 "," ₡10,552.95 "," ₡11,725.50 "," ₡13,777.46 ", (0.81)
10010703,TALERDIN D CAPSULAS X 50," ₡6,382.35 "," ₡6,637.64 "," ₡7,339.70 "," ₡7,658.82 "," ₡8,297.06 "," ₡8,935.29 "," ₡9,573.53 "," ₡10,211.76 "," ₡11,488.23 "," ₡12,764.70 "," ₡14,998.52 ", (0.81)
10050043,TALERDIN GOTAS 10 ML.," ₡69,308.82 "," ₡72,081.17 "," ₡79,705.14 "," ₡83,170.58 "," ₡90,101.47 "," ₡97,032.35 "," ₡103,963.23 "," ₡110,894.11 "," ₡124,755.88 "," ₡138,617.64 "," ₡162,875.73 ", (0.81)
10040148,TALERDIN JARABE 60 ML.," ₡4,250.00 "," ₡4,420.00 "," ₡4,887.50 "," ₡5,100.00 "," ₡5,525.00 "," ₡5,950.00 "," ₡6,375.00 "," ₡6,800.00 "," ₡7,650.00 "," ₡8,500.00 "," ₡9,987.50 ", (0.81)
10010699,TALERDIN X 100 TABLETAS," ₡3,338.24 "," ₡3,471.77 "," ₡3,838.98 "," ₡4,005.89 "," ₡4,339.71 "," ₡4,673.54 "," ₡5,007.36 "," ₡5,341.18 "," ₡6,008.83 "," ₡6,676.48 "," ₡7,844.86 ", (0.81)
10010705,TALORAT 10 MG * 10 TAB. NEWPORT," ₡21,063.73 "," ₡21,906.28 "," ₡24,223.29 "," ₡25,276.48 "," ₡27,382.85 "," ₡29,489.22 "," ₡31,595.60 "," ₡33,701.97 "," ₡37,914.71 "," ₡42,127.46 "," ₡49,499.77 ", (0.81)
10040146,TALORAT D JBE 60ML NEWPORT," ₡15,014.71 "," ₡15,615.30 "," ₡17,266.92 "," ₡18,017.65 "," ₡19,519.12 "," ₡21,020.59 "," ₡22,522.07 "," ₡24,023.54 "," ₡27,026.48 "," ₡30,029.42 "," ₡35,284.57 ", (0.81)
10010697,TALORAT D X 50 CAPS NEWPORT," ₡3,004.90 "," ₡3,125.10 "," ₡3,455.64 "," ₡3,605.88 "," ₡3,906.37 "," ₡4,206.86 "," ₡4,507.35 "," ₡4,807.84 "," ₡5,408.82 "," ₡6,009.80 "," ₡7,061.52 ", (0.81)
10011747,"TAMSULON DUO 0,5 MG/0,4 MG *30 CAPSULAS"," ₡3,119.47 "," ₡3,244.25 "," ₡3,587.39 "," ₡3,743.36 "," ₡4,055.31 "," ₡4,367.26 "," ₡4,679.21 "," ₡4,991.15 "," ₡5,615.05 "," ₡6,238.94 "," ₡7,330.75 ", (0.81)
10132134,TANISTIN CREMA 30G," ₡2,243.36 "," ₡2,333.09 "," ₡2,579.86 "," ₡2,692.03 "," ₡2,916.37 "," ₡3,140.70 "," ₡3,365.04 "," ₡3,589.38 "," ₡4,038.05 "," ₡4,486.72 "," ₡5,271.90 ", (0.81)
50520279,TAPON OIDO AQUA BLOCK *1," ₡1,623.89 "," ₡1,688.85 "," ₡1,867.47 "," ₡1,948.67 "," ₡2,111.06 "," ₡2,273.45 "," ₡2,435.84 "," ₡2,598.22 "," ₡2,923.00 "," ₡3,247.78 "," ₡3,816.14 ", (0.81)
50520278,TAPON OIDO C/CORDON *1," ₡2,743.36 "," ₡2,853.09 "," ₡3,154.86 "," ₡3,292.03 "," ₡3,566.37 "," ₡3,840.70 "," ₡4,115.04 "," ₡4,389.38 "," ₡4,938.05 "," ₡5,486.72 "," ₡6,446.90 ", (0.81)
50520275,TAPON OIDO SILICON *2 ORIGINAL," ₡19,199.12 "," ₡19,967.08 "," ₡22,078.99 "," ₡23,038.94 "," ₡24,958.86 "," ₡26,878.77 "," ₡28,798.68 "," ₡30,718.59 "," ₡34,558.42 "," ₡38,398.24 "," ₡45,117.93 ", (0.81)
50520277,TAPON OIDO SILICON *6 NIÑO," ₡6,377.45 "," ₡6,632.55 "," ₡7,334.07 "," ₡7,652.94 "," ₡8,290.69 "," ₡8,928.43 "," ₡9,566.18 "," ₡10,203.92 "," ₡11,479.41 "," ₡12,754.90 "," ₡14,987.01 ", (0.81)
90940264,TARJETA DE MEMORIA RAM 4GB," ₡30,421.57 "," ₡31,638.43 "," ₡34,984.81 "," ₡36,505.88 "," ₡39,548.04 "," ₡42,590.20 "," ₡45,632.36 "," ₡48,674.51 "," ₡54,758.83 "," ₡60,843.14 "," ₡71,490.69 ", (0.81)
10070101,TEARSOFT SOLUCION OFTALMICA 15 ML," ₡10,945.00 "," ₡11,382.80 "," ₡12,586.75 "," ₡13,134.00 "," ₡14,228.50 "," ₡15,323.00 "," ₡16,417.50 "," ₡17,512.00 "," ₡19,701.00 "," ₡21,890.00 "," ₡25,720.75 ", (0.81)
10010713,TELORZAN 10 MG*10 TABS," ₡6,289.22 "," ₡6,540.79 "," ₡7,232.60 "," ₡7,547.06 "," ₡8,175.99 "," ₡8,804.91 "," ₡9,433.83 "," ₡10,062.75 "," ₡11,320.60 "," ₡12,578.44 "," ₡14,779.67 ", (0.81)
90955608,TENA SLIP MED X 20.," ₡34,965.69 "," ₡36,364.32 "," ₡40,210.54 "," ₡41,958.83 "," ₡45,455.40 "," ₡48,951.97 "," ₡52,448.54 "," ₡55,945.10 "," ₡62,938.24 "," ₡69,931.38 "," ₡82,169.37 ", (0.81)
10010710,TENSAPRIV *30 CAPS., ₡490.00 , ₡509.60 , ₡563.50 , ₡588.00 , ₡637.00 , ₡686.00 , ₡735.00 , ₡784.00 , ₡882.00 , ₡980.00 ," ₡1,151.50 ", (0.81)
